tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,conversation_id
303921,188561,True,2017-10-06 22:25:18+00:00,@115879 your driver is putting my sister at risk. Where are her keys? https://t.co/aW2JaFR8SS,303919,,13
303919,AskLyft,False,2017-10-06 22:26:55+00:00,"@188561 Hi there, we're sorry to hear about her trouble. Please have her reach out to us directly so we can assist.",303920,303921.0,13
303920,188562,True,2017-10-08 13:44:57+00:00,@AskLyft @188561 She has. You haven’t helped yet.,,303919.0,13
2697633,757986,True,2017-11-19 19:14:32+00:00,@GWRHelp Explain how a train from Swindon to Reading costs £24 for a 30 minute journey WITH a railcard? I think I'll carry on polluting the environment everyday..,2697631,,14
2697631,GWRHelp,False,2017-11-19 19:17:07+00:00,@757986 Hi Joe. The £24 price also includes the return journey. Sorry to hear you are unhappy with this. Rach,2697632,2697633.0,14
2697632,757986,True,2017-11-20 06:37:16+00:00,@GWRHelp Well I don't want a return 😂😂😂,2697634,2697631.0,14
2697634,GWRHelp,False,2017-11-20 06:44:31+00:00,@757986 The single fare is £12.35 for an Off Peak Single with a Railcard. - Jordan,2697635,2697632.0,14
2697635,757986,True,2017-11-20 06:45:13+00:00,@GWRHelp Yeah OFF peak,,2697634.0,14
835154,318843,True,2017-10-13 07:36:38+00:00,I bought a captain America T-shirt from @46203 and they sent me Rupa baniyan #AccheDin ? @115850 https://t.co/iopQlZDaT9,835153,,15
835153,AmazonHelp,False,2017-10-13 08:21:39+00:00,@318843 Please accept our apology and Kindly contact us here https://t.co/00q4Sqj9zL and we'll look into the issue on high priority. ^RD,,835154.0,15
1667574,507904,True,2017-10-17 15:05:25+00:00,Trowbridge station. Ticket office closed. Both machines out of order. How are we supposed to get a ticket @GWRHelp ?,1667572,,16
1667572,GWRHelp,False,2017-10-17 15:20:23+00:00,@507904 Hi Cheryl. If you can't purchase at the station you can purchase on-board or at your destination. Lewis,1667573,1667574.0,16
1667573,507904,True,2017-10-17 16:36:13+00:00,@GWRHelp Bath station were OK. Onboard staff have a tendency to levy fines at the slightest excuse.,,1667572.0,16
2313223,553360,True,2017-10-19 22:11:52+00:00,@TMobileHelp &amp; @115911 if you ever ship anything to me again using @115817 @UPSHelp I will immediately terminate my services with you,2313222,,17
2313222,TMobileHelp,False,2017-10-19 22:18:20+00:00,@553360 We appreciate the feedback Joe! Send us a DM if you'd like to talk more please: https://t.co/9HjR7dkKQb *MarkMcLaughlin,,2313223.0,17
1787427,536987,True,2017-11-17 12:37:17+00:00,@Uber_Support I drive for you guys. I accidentally signed up for the delivery during and now I’m not able to refine my options for the areas I want to drive to doing uberx. How do I fix this?,1787426,,18
1787426,Uber_Support,False,2017-11-17 12:40:26+00:00,@536987 Here to help! Send us a note via https://t.co/FF2YGTGjuA so we can assist.,,1787427.0,18
1701080,515798,True,2017-11-22 02:32:54+00:00,"Absolutely outraged by @SouthwestAir 's treatment of flight delays tonight. Miscommunication, confusion, mayhem at JAX. Utterly absurd.",1701079,,19
1701079,SouthwestAir,False,2017-11-22 02:35:20+00:00,@515798 We don't like delays either and regret any inconvenience. What's your Flight Number? We can get you an update. ^SL,1701078,1701080.0,19
1701078,515798,True,2017-11-22 02:53:05+00:00,@SouthwestAir The miscommunication is the issue. There seems to be complete confusion. I understand delays are outside of your control. I'm on flight 6227 to RDU.,1701077,1701079.0,19
1701077,SouthwestAir,False,2017-11-22 02:58:05+00:00,@515798 Flt 6227 was delayed due to irregular operations throughout this flight's route today. Your ETD is 10:40. We regret if we did not provide the communication expected of Southwest and hope to have smoother sailing in the future. ^SL,,1701078.0,19
1865328,557282,True,2017-10-29 00:48:36+00:00,@Postmates_Help I placed an order and told it would arrive in 40 minutes and then immediately got a tip request from app - is delivery on?,1865326,,20
1865326,Postmates_Help,False,2017-10-29 00:49:34+00:00,@557282 Oh no! Can you DM us the email on your account? We can help!,1865327,1865328.0,20
1865327,557282,True,2017-10-29 00:52:59+00:00,@Postmates_Help  https://t.co/qOwDyyi8Qw,1865329,1865326.0,20
1865329,557283,True,2017-10-29 16:55:03+00:00,@557282 @Postmates_Help This order looks good!,1865330,1865327.0,20
1865330,557282,True,2017-10-29 17:15:16+00:00,@557283 @Postmates_Help Would have been good if it got delivered by either of the two drivers who were supposed to get it. 2 hours and no dinner,,1865329.0,20
353411,200014,True,2017-11-25 04:31:29+00:00,@Delta Can I hold a ticket price until tomorrow before I buy? I need to check my convention info before I book. But I don’t want to lose this price!,353409,,21
353409,Delta,False,2017-11-25 04:42:46+00:00,"@200014 Hey there. Unfortunately, we are not able to hold tickets. However, you can purchase the ticket now and you have 24hrs from the time you purchased to cancel Risk free and no penalties.  *HFG","353410,353406",353411.0,21
353406,200014,True,2017-11-25 04:43:39+00:00,@Delta Even if I get the basic economy ticket??,"353405,353407,353408",353409.0,21
353408,Delta,False,2017-11-25 04:45:13+00:00,@200014 You can purchase any ticket and you are able to cancel within 24 hours.  *HFG,,353406.0,21
353410,200014,True,2017-11-25 04:45:41+00:00,@Delta Fantastic!! Thanks!!!,,353409.0,21
353407,Delta,False,2017-11-25 04:46:31+00:00,@200014 Please see the attached link for questions regarding our Risk free cancellation program.  *HFG,,353406.0,21
353405,Delta,False,2017-11-25 04:46:33+00:00,@200014 https://t.co/6sYeipRfLf *HFG,,353406.0,21
1702102,516072,True,2017-11-06 19:45:58+00:00,My phone just started doing that box thing and it’s updated @115858 don’t piss me off,1702101,,22
1702101,AppleSupport,False,2017-11-06 21:30:28+00:00,@516072 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,1702102.0,22
2379483,686169,True,2017-11-26 01:51:27+00:00,@116062 Who the heck ordered your Christmas decoration inventory this year? Who wants this stuff? 😳 https://t.co/sUPDgC6ecr,2379482,,23
2379482,AskTarget,False,2017-11-26 17:32:24+00:00,"@686169 It's good you tweeted. We're always interested in the perspective of our guests. We'll share your comments with our buyers about the hand-made, rustic looking ornaments.",,2379483.0,23
1146985,204354,True,2017-10-24 13:55:34+00:00,@AmazonHelp 当日配達したのにまだ来ないんですが来るんですか？この時間に来ないってことは明日なんですか？ https://t.co/wy6MgTPmK0,1146983,,24
1146983,AmazonHelp,False,2017-10-24 14:00:11+00:00,@204354 現時点で出荷されていないお荷物は、本日お届けすることはできかねます。詳しい状況はカスタマーサービスで確認させていただきますので、こちらのURLよりお問い合わせ下さい。 https://t.co/4QRNXLpTnr EK,1146984,1146985.0,24
1146984,204354,True,2017-10-24 14:05:46+00:00,@AmazonHelp もうメールは送ってあるので返信待ちます,1146986,1146983.0,24
1146986,AmazonHelp,False,2017-10-24 22:39:00+00:00,"@204354 すでにご連絡いただいていたとのこと、失礼いたしました。
ご迷惑をおかけするかたちとなり申し訳ございませんが、カスタマーサービスにて回答させていただきますのでどうぞよろしくお願いいたします。　MH",,1146984.0,24
1400702,125458,True,2017-10-28 17:08:46+00:00,@115911 I scheduled a call today and no one called?  Could someone give me a status of my by one get one free and freedom switch?,1400701,,25
1400701,TMobileHelp,False,2017-10-28 17:09:43+00:00,"@125458 Hey there, Tim! Send over a DM and let's take a look for you! We are happy to assist! *BrookeK",,1400702.0,25
2811873,784087,True,2017-11-11 09:30:34+00:00,@O2  i am in France for the weekend and I have no service at all. No mobile data and no reception so am completely disconnected. What is wrong??,2811872,,26
2811872,O2,False,2017-11-11 13:03:02+00:00,"@784087 😦 Have you been able to use your phone and SIM abroad before Laura? Does manually selecting another network help? If not, please speak with our live chat team so we can take a closer look: https://t.co/XrXpASGB7O https://t.co/5pyLDJBC6r",,2811873.0,26
2126344,508832,True,2017-11-08 17:16:43+00:00,The warmest I’ve been today is standing inside a @ChipotleTweets,2126343,,27
2126343,ChipotleTweets,False,2017-11-08 17:31:01+00:00,@508832 You can stay as long as you'd like. -AC,,2126344.0,27
2262000,658565,True,2017-11-11 00:55:29+00:00,@Uber_Support my email confirmation link won’t work and I️ want to schedule a ride to the airport in the morning. Please can you help ASAP?,2261999,,28
2261999,Uber_Support,False,2017-11-11 02:16:53+00:00,@658565 Sorry to hear about the trouble! Please send us a note at https://t.co/balq3Eyso6 and a member of our team will follow up.,,2262000.0,28
996571,355979,True,2017-11-10 08:28:25+00:00,"Hey @AppleSupport - I’m running latest Mac software, none of my 4K 60fps #IphoneX video files are readable or editable in my computer 😭😭😭","996569,996575,996576",,29
996569,AppleSupport,False,2017-11-10 15:50:00+00:00,"@355979 That is certainly not the experience that we wanted you to have with your device, and we are going to do everything we can to help you. Can you provide us how you're transferring your videos to your Mac?",996570,996571.0,29
996570,355979,True,2017-11-10 15:59:42+00:00,@AppleSupport Thanks :) Transferring via Photos application. The files then show as blank on iMovie or Final Cut and won’t play on Photos either :(,996572,996569.0,29
996572,AppleSupport,False,2017-11-10 19:03:27+00:00,@355979 Got it. We appreciate you reaching out to us about this issue you're seeing. We'd love to help and recommend that you reach out to our Photos team directly so they can look into what's going on. Click here to get started: https://t.co/IBIY3vMgPj,996573,996570.0,29
996573,355979,True,2017-11-12 11:08:53+00:00,@AppleSupport This is what happens when i try to view or export my #iphonex 4k 60fps video files - I really need help!!! https://t.co/1AeVJgwoW3,996574,996572.0,29
996574,AppleSupport,False,2017-11-12 16:34:00+00:00,@355979 Our Photos team would be happy to help you with this issue. You can reach them through this link:  https://t.co/IBIY3vMgPj,,996573.0,29
2560487,726750,True,2017-11-16 17:34:06+00:00,"@119720 failed me this morning. Had terrible ride (rated him 2 stars) and when I was ready to return, he was the only driver available. I canceled. Tried again. Him again. Four times! Took a cab!",2560486,,30
2560486,Uber_Support,False,2017-11-16 17:36:18+00:00,@726750 Here to help. Send us a note at https://t.co/e8HVorX5rh so our team can connect.,,2560487.0,30
1013538,359837,True,2017-10-14 10:25:22+00:00,Smashed avo on toast at @sainsburys cafe for £2 - on trend for the cash-poor millennial 🙌 https://t.co/XAQukNMjXe,"1013537,1013539,1013540,1013541,1013542",,31
1013537,sainsburys,False,2017-10-14 14:47:21+00:00,@359837 Bargain! Enjoy Dani! Daryl.,,1013538.0,31
1408483,447369,True,2017-10-28 02:38:37+00:00,"@SouthwestAir once again, predicting a bumpy flight and not offering drink service. Declining services! Sad!",1408482,,32
1408482,SouthwestAir,False,2017-10-28 09:37:32+00:00,@447369 We apologize for any disappointment. Our Team is able to monitor weather patterns that determine the feasibility for Safe cabin service. ^WB,1408481,1408483.0,32
1408481,447369,True,2017-10-28 18:59:19+00:00,"@SouthwestAir Oh calm down I’m not switching airlines, your airline is by far the best. :) and it turns out the flight was bumpy! So you were right!",1408479,1408482.0,32
1408479,SouthwestAir,False,2017-10-28 19:14:19+00:00,"@447369 We appreciate your understanding, Greg! We can't wait to share the skies with you again soon. ^TL",1408480,1408481.0,32
1408480,447369,True,2017-10-29 07:42:31+00:00,@SouthwestAir Like tomrorow. I fly with you people like a few times a week. I complain rarely. Don’t worry :),,1408479.0,32
369119,160349,True,2017-10-08 21:36:05+00:00,@AlaskaAir https://t.co/ZTRKObwjmX,369118,,33
369118,AlaskaAir,False,2017-10-08 21:52:05+00:00,"@160349 Hey David, I'd be happy to help. Can you please DM me your confirmation code? -Sean https://t.co/t4ooDR29zz",,369119.0,33
8557,117503,True,2017-10-31 20:31:28+00:00,"@AppleSupport is that safe if we disable passcode for unlock iphone? i mean,is the fingerprint still worked out? i think dat would be enough",8556,,34
8556,AppleSupport,False,2017-10-31 20:46:28+00:00,@117503 We want to make sure we understand the issue. Are you wanting to disable the passcode and still use Touch ID?,8551,8557.0,34
8551,117503,True,2017-10-31 23:46:15+00:00,@AppleSupport ya.lately my screen was disfunction for touch after its been restart. i couldnt enter passcode yet homebutton still figureout my fingerprint,8549,8556.0,34
8549,AppleSupport,False,2017-10-31 23:53:39+00:00,"@117503 For security, the passcode is always required even if you have Touch ID turned on. Are you still having touch screen issues?",8550,8551.0,34
8550,117503,True,2017-11-01 00:01:03+00:00,@AppleSupport so it cant be disable? umm ya.. problem comes oftenly when my iphone just woke up. kindly please gimme some advices to heal that issue,"8552,8553",8549.0,34
8552,AppleSupport,False,2017-11-01 00:06:26+00:00,"@117503 This link is a great place to start: https://t.co/kQXBriN504 If you still have issues after those steps, DM us. https://t.co/GDrqU22YpT",,8550.0,34
8553,117503,True,2017-11-01 00:22:01+00:00,@AppleSupport ya.. i did that way like 3-4times for make my screen finally worked out. whats the causes anw?  what tips to prevent it wont happen again?,8554,8550.0,34
8554,AppleSupport,False,2017-11-01 00:27:00+00:00,"@117503 We wouldn't want to speculate into the cause, but please send us a DM so we can look into this further with you. https://t.co/GDrqU22YpT",8555,8553.0,34
8555,117503,True,2017-11-01 00:36:32+00:00,"@AppleSupport okay i’ll message soon, thankyou for your help",,8554.0,34
772246,304465,True,2017-10-12 00:27:28+00:00,@AskAmex how long until you guys drop Uber credits and replace with Lyft for Platinum card?,"772245,772247,772248",,35
772248,AskAmex,False,2017-10-12 00:36:59+00:00,"@304465 Hi, Thank you for your recent post. We appreciate your feedback and will consider your suggestion for future enhancements.",,772246.0,35
772247,AskAmex,False,2017-10-12 00:37:30+00:00,"@304465  We do not have any information to share at this time; however, we're constantly looking for ways to improve our products",,772246.0,35
772245,AskAmex,False,2017-10-12 00:38:12+00:00,@304465  and services. Please feel free to check back with us in the future to see if anything changed. Thx for choosing Amex. ^K,,772246.0,35
1091421,377514,True,2017-10-23 23:11:07+00:00,It's 100+ degrees out and my @115873 driver won't turn on the damn A/C 😐,1091420,,36
1091420,Uber_Support,False,2017-10-23 23:29:47+00:00,@377514 We're sorry to hear this was your experience. Contact us via https://t.co/fS660rQ8NQ and we'll be in touch.,,1091421.0,36
2558663,726353,True,2017-11-16 16:03:45+00:00,"@AppleSupport iPad air 2, latest update installed. Some emails in stock app cannot download attachment and sometimes doesn't show the text from email. Any ideas?",2558662,,37
2558662,AppleSupport,False,2017-11-16 17:04:00+00:00,"@726353 Thanks for reaching out. We'd be happy to help get that working as it should. So we may get further information, would you please join us in DM? https://t.co/GDrqU22YpT",,2558663.0,37
2722841,763847,True,2017-11-20 10:40:10+00:00,Good morning @Delta! First ever flight for these 2. OIA to LAS to visit grandma. Beyond excited. Only Delta will do! https://t.co/6C3TZeZ5dy,"2722840,2722842",,38
2722842,Delta,False,2017-11-20 10:41:39+00:00,@763847 Good Morning Carl. Thank's for sharing. We are certainly happy that you chose Delta for such a momentous event.  *HPF,,2722841.0,38
2722840,Delta,False,2017-11-20 10:43:07+00:00,@763847 #FutureMillionMilers  -- have you established SkyMiles accounts for them yet?  *HPF,2722836,2722841.0,38
2722836,763847,True,2017-11-20 10:53:29+00:00,@Delta Uh.. I can't remember LOL,2722834,2722840.0,38
2722834,Delta,False,2017-11-20 10:57:21+00:00,@763847 lol. No bueno! We have to get them off to a good start. DM your confirmation number.  *HPF https://t.co/6iDGBJAc2m,2722835,2722836.0,38
2722835,763847,True,2017-11-20 10:59:36+00:00,@Delta Done and done,"2722837,2722838",2722834.0,38
2722838,Delta,False,2017-11-20 11:01:14+00:00,@763847 Gotcha! Give me just a few moments to look into this for you. *HPF,,2722835.0,38
2722837,Delta,False,2017-11-20 11:07:19+00:00,@763847 You're most welcome. Shall I use the contact information from your account?  *HPF,2722839,2722835.0,38
2722839,763847,True,2017-11-20 11:09:09+00:00,@Delta Yes please,,2722837.0,38
193305,161441,True,2017-10-04 05:26:55+00:00,@hpsupport [Type issue here] #hpen4520 #hpAIOi how do I add multiple images to one sheet on the app? 😭 https://t.co/rieSPPdjjS,"193304,193306",,39
193306,HPSupport,False,2017-10-04 18:27:15+00:00,"@161441 Hi Lorraine, I'd like to help. :) Please let me know the app you are using. Let me know. :) 1/2",,193305.0,39
193304,HPSupport,False,2017-10-04 18:27:32+00:00,@161441 Kindly click to send us a private message and we will work to resolve: https://t.co/39tixhtuXP. ^Prathap 2/2,,193305.0,39
1821952,546949,True,2017-10-15 16:25:54+00:00,@AppleSupport Apple uk replaced the battery in my iPhone 6 at the end of August 2017. Yesterday it began expanding... https://t.co/pA1TPMd7tA,1821951,,40
1821951,AppleSupport,False,2017-10-15 16:58:27+00:00,@546949 Thanks for reaching out. Let's meet in DM to explore what steps to take next. Send us a message below and we'll go from there. https://t.co/GDrqU22YpT,,1821952.0,40
2244648,622252,True,2017-11-10 21:25:12+00:00,@XboxSupport im starting to get pissed i have called yall yesterday he stills me he going to call me back no call back all i want is for yall to fix my party chat,"2244647,2244649",,41
2244649,XboxSupport,False,2017-11-10 21:37:56+00:00,"@622252 Hi there! Since you're currently working with the chat/phone team on this, we recommend reaching out to them 1/2 ^TJ",,2244648.0,41
2244647,XboxSupport,False,2017-11-10 21:38:01+00:00,@622252 For an update regarding this. https://t.co/lUV7XYl61S 2/2 ^TJ,,2244648.0,41
2817929,785492,True,2017-11-11 08:55:39+00:00,"@115830 purchased a gift for my gf, your site said its on its way a week later it still says its on its way that its with the courier. I call up and your call centre say its sold out.  So take the money, tell the user the product is on its way then. Thats really bad.",2817927,,42
2817927,AmazonHelp,False,2017-11-11 09:15:37+00:00,"@785492 Hi, sorry to hear that, was the agent able to give you more info about the delivery? ^JJ",2817928,2817929.0,42
2817928,785492,True,2017-11-11 17:44:58+00:00,"@AmazonHelp No, they had to cancel it, my point is that it was a present and your site didnt inform me that the item was not available it actually said the item was on its way and I ended not being able to get a replacement gift in time as the site insisted the item was with the courier.",,2817927.0,42
2529391,637532,True,2017-11-16 06:11:47+00:00,@AmericanAir while im at it... what do you do with items found in the plane? Like a clear/Black ziplock style bag with 2 iPhone chargers and a black charging cord?,2529390,,43
2529390,AmericanAir,False,2017-11-16 06:23:37+00:00,"@637532 Please follow us and meet us in DM for more information, Carol.",,2529391.0,43
1758086,329798,True,2017-10-17 18:10:21+00:00,"@124441 your free companion flight promo is a huge fail! Super misleading, and the promo code doesn't even work! #FAIL",1758085,,44
1758085,VMUcare,False,2017-10-17 19:23:18+00:00,"@329798 Hey Bobby, we're sorry to hear you're having trouble with the promo code. If you'll send us a DM we'll look into this for you.",,1758086.0,44
2514329,120657,True,2017-10-30 07:46:38+00:00,#groundhogday at AML. Station even dirtier. And office closed. Again. @GWRHelp @120659 @120660 https://t.co/5bhWzzJazR,2514327,,45
2514327,GWRHelp,False,2017-10-30 08:04:17+00:00,@120657 @120659 @120660 Hi. Apologies again. I'll make sure your feedback is recorded for reporting. Lewis,2514328,2514329.0,45
2514328,120657,True,2017-10-30 08:07:04+00:00,@GWRHelp @120659 @120660 You say that every time. Let’s get the station manager on here!,,2514327.0,45
534352,243769,True,2017-12-02 10:12:26+00:00,"If you’ve ever wondered how @UPSHelp does #CustomerService - this might help. Picked up my call after 20 min wait, gave me 90 secs to ask why @115817 flat out didn’t show today (not even 4 prior-scheduled pickup) and w/out a response, put me back on hold ANOTHER hour plus #soweak https://t.co/FcavrIkeMU",534351,,46
534351,UPSHelp,False,2017-12-02 11:53:29+00:00,"@243769 Is there something that I can assist you with? If so, please provide the details via a DM. Thank you. ^KD https://t.co/wKJHDXWGRQ",,534352.0,46
1631458,499294,True,2017-11-05 19:02:20+00:00,Hello #CVG @delta #SkyClub great lounge and love the #IceCream @ Delta Sky Club -… https://t.co/NGdw346niA,1631457,,47
1631457,Delta,False,2017-11-05 19:56:27+00:00,"@499294 Thanks for stopping by, Chad!  *HDG",,1631458.0,47
802318,116618,True,2017-09-26 23:57:45+00:00,Don’t miss kickoff! Retweet to get weekly reminders to stream #TNFonPrimeVideo LIVE on @116618. #TNF https://t.co/gYFue6uRZP,802317,,48
802317,311188,True,2017-10-12 16:19:29+00:00,@116618 Is it free with a prime membership?,802315,802318.0,48
802315,AmazonHelp,False,2017-10-12 16:26:00+00:00,@311188 Yes! Streaming is included with a membership to Amazon Prime! ^GR,802316,802317.0,48
802316,311188,True,2017-10-12 16:26:41+00:00,"@AmazonHelp Awesome thank you, we’ll watch it tonight on amazon!",,802315.0,48
2039523,603050,True,2017-11-07 19:05:31+00:00,"So all of a sudden my phone becomes a potato and stops working when plugged in to charge? 
@115858 what is this",2039522,,49
2039522,AppleSupport,False,2017-11-07 20:39:36+00:00,"@603050 Let's find a solution for what's happening together. To start, please DM us with the country where you're located. https://t.co/GDrqU22YpT",,2039523.0,49
